player_id,season_id
6a927431-8b23-11ef-bdd6-00ff248ba4a4,2
6a92759b-8b23-11ef-bdd6-00ff248ba4a4,2
6a927701-8b23-11ef-bdd6-00ff248ba4a4,2
6a928752-8b23-11ef-bdd6-00ff248ba4a4,2
6a928971-8b23-11ef-bdd6-00ff248ba4a4,2
6a928b5d-8b23-11ef-bdd6-00ff248ba4a4,2
6a928c76-8b23-11ef-bdd6-00ff248ba4a4,2
6a928dd1-8b23-11ef-bdd6-00ff248ba4a4,2
6a928f57-8b23-11ef-bdd6-00ff248ba4a4,2
6a9290f5-8b23-11ef-bdd6-00ff248ba4a4,2
6a92927c-8b23-11ef-bdd6-00ff248ba4a4,2
6a929457-8b23-11ef-bdd6-00ff248ba4a4,2
6a9295f5-8b23-11ef-bdd6-00ff248ba4a4,2
6a92977b-8b23-11ef-bdd6-00ff248ba4a4,2
6a929904-8b23-11ef-bdd6-00ff248ba4a4,2
6a929a8d-8b23-11ef-bdd6-00ff248ba4a4,2
6a929c17-8b23-11ef-bdd6-00ff248ba4a4,2
6a91e84f-8b23-11ef-bdd6-00ff248ba4a4,3
6a921387-8b23-11ef-bdd6-00ff248ba4a4,3
6a9215ba-8b23-11ef-bdd6-00ff248ba4a4,3
6a921746-8b23-11ef-bdd6-00ff248ba4a4,3
6a921bb2-8b23-11ef-bdd6-00ff248ba4a4,3
6a921d36-8b23-11ef-bdd6-00ff248ba4a4,3
6a921ea7-8b23-11ef-bdd6-00ff248ba4a4,3
6a922306-8b23-11ef-bdd6-00ff248ba4a4,3
6a922946-8b23-11ef-bdd6-00ff248ba4a4,3
6a922c20-8b23-11ef-bdd6-00ff248ba4a4,3
6a9231ea-8b23-11ef-bdd6-00ff248ba4a4,3
6a9237c4-8b23-11ef-bdd6-00ff248ba4a4,3
6a923e04-8b23-11ef-bdd6-00ff248ba4a4,3
6a923f9b-8b23-11ef-bdd6-00ff248ba4a4,3
6a9243f4-8b23-11ef-bdd6-00ff248ba4a4,3
6a924604-8b23-11ef-bdd6-00ff248ba4a4,3
6a924a4b-8b23-11ef-bdd6-00ff248ba4a4,3
6a924bd2-8b23-11ef-bdd6-00ff248ba4a4,3
6a924d43-8b23-11ef-bdd6-00ff248ba4a4,3
6a9250a9-8b23-11ef-bdd6-00ff248ba4a4,3
6a925219-8b23-11ef-bdd6-00ff248ba4a4,3
6a925385-8b23-11ef-bdd6-00ff248ba4a4,3
6a925565-8b23-11ef-bdd6-00ff248ba4a4,3
6a9256d3-8b23-11ef-bdd6-00ff248ba4a4,3
6a925869-8b23-11ef-bdd6-00ff248ba4a4,3
6a925a59-8b23-11ef-bdd6-00ff248ba4a4,3
6a925bc2-8b23-11ef-bdd6-00ff248ba4a4,3
6a925d2f-8b23-11ef-bdd6-00ff248ba4a4,3
6a925eaa-8b23-11ef-bdd6-00ff248ba4a4,3
6a926015-8b23-11ef-bdd6-00ff248ba4a4,3
6a926178-8b23-11ef-bdd6-00ff248ba4a4,3
6a9262df-8b23-11ef-bdd6-00ff248ba4a4,3
6a9264a2-8b23-11ef-bdd6-00ff248ba4a4,3
6a9265fd-8b23-11ef-bdd6-00ff248ba4a4,3
6a926771-8b23-11ef-bdd6-00ff248ba4a4,3
6a9268dc-8b23-11ef-bdd6-00ff248ba4a4,3
6a926a45-8b23-11ef-bdd6-00ff248ba4a4,3
6a926ba5-8b23-11ef-bdd6-00ff248ba4a4,3
6a926d12-8b23-11ef-bdd6-00ff248ba4a4,3
6a926e8a-8b23-11ef-bdd6-00ff248ba4a4,3
6a91e84f-8b23-11ef-bdd6-00ff248ba4a4,4
6a921387-8b23-11ef-bdd6-00ff248ba4a4,4
6a9215ba-8b23-11ef-bdd6-00ff248ba4a4,4
6a921746-8b23-11ef-bdd6-00ff248ba4a4,4
6a9218be-8b23-11ef-bdd6-00ff248ba4a4,4
6a921a38-8b23-11ef-bdd6-00ff248ba4a4,4
6a921bb2-8b23-11ef-bdd6-00ff248ba4a4,4
6a921d36-8b23-11ef-bdd6-00ff248ba4a4,4
6a921ea7-8b23-11ef-bdd6-00ff248ba4a4,4
6a922028-8b23-11ef-bdd6-00ff248ba4a4,4
6a922196-8b23-11ef-bdd6-00ff248ba4a4,4
6a922306-8b23-11ef-bdd6-00ff248ba4a4,4
6a9224db-8b23-11ef-bdd6-00ff248ba4a4,4
6a92264b-8b23-11ef-bdd6-00ff248ba4a4,4
6a9227b7-8b23-11ef-bdd6-00ff248ba4a4,4
6a922946-8b23-11ef-bdd6-00ff248ba4a4,4
6a922aac-8b23-11ef-bdd6-00ff248ba4a4,4
6a922c20-8b23-11ef-bdd6-00ff248ba4a4,4
6a922d90-8b23-11ef-bdd6-00ff248ba4a4,4
6a922f01-8b23-11ef-bdd6-00ff248ba4a4,4
6a92306e-8b23-11ef-bdd6-00ff248ba4a4,4
6a9231ea-8b23-11ef-bdd6-00ff248ba4a4,4
6a923362-8b23-11ef-bdd6-00ff248ba4a4,4
6a9235cb-8b23-11ef-bdd6-00ff248ba4a4,4
6a9237c4-8b23-11ef-bdd6-00ff248ba4a4,4
6a92395a-8b23-11ef-bdd6-00ff248ba4a4,4
6a923b90-8b23-11ef-bdd6-00ff248ba4a4,4
6a923e04-8b23-11ef-bdd6-00ff248ba4a4,4
6a923f9b-8b23-11ef-bdd6-00ff248ba4a4,4
6a92410f-8b23-11ef-bdd6-00ff248ba4a4,4
6a924287-8b23-11ef-bdd6-00ff248ba4a4,4
6a9243f4-8b23-11ef-bdd6-00ff248ba4a4,4
6a924604-8b23-11ef-bdd6-00ff248ba4a4,4
6a92476c-8b23-11ef-bdd6-00ff248ba4a4,4
6a9248da-8b23-11ef-bdd6-00ff248ba4a4,4
6a924a4b-8b23-11ef-bdd6-00ff248ba4a4,4
6a924bd2-8b23-11ef-bdd6-00ff248ba4a4,4
6a924d43-8b23-11ef-bdd6-00ff248ba4a4,4
6a924f23-8b23-11ef-bdd6-00ff248ba4a4,4
6a9250a9-8b23-11ef-bdd6-00ff248ba4a4,4
